charge_cycles,avg_temperature_c,battery_type,charge_rate,discharge_depth,battery_age_months,voltage_variation,cooling_system,manufacturer,usage_pattern,capacity_remaining_percent
1504.0,31.921387977558535,Li-ion,Slow,21.34048204416092,14.0,2.149630409640639,Passive,B,Highway,94.25327109307995
1641.0,24.5951702942929,Li-ion,Medium,31.755830711871056,18.0,2.3546139306308147,Active,B,Highway,95.67734007852164
59.0,19.784080359624735,Li-ion,Fast,99.66626994597956,1.0,2.3203021045196923,None,B,Urban,73.1624401858592
1718.0,37.39609751442096,Li-Po,Fast,78.68359177192477,17.0,4.174066328270939,,D,Mixed,51.35163648584915
447.0,15.04178533557407,Li-Po,Fast,57.13042233754046,49.0,1.4823073613394928,Active,B,Mixed,51.54562043182334
201.0,32.38658068946344,Li-ion,Superfast,70.38411296733003,22.0,4.239611311575332,Active,,Urban,68.2597611667947
240.0,40.94058079135391,Li-ion,Medium,87.69767764787795,,3.456764844989365,Passive,A,Mixed,87.24407544381229
1869.0,21.638318603293516,NiMH,Slow,87.38436684429094,16.0,1.4912607550861623,Active,B,Urban,67.21469434620266
326.0,24.98698370394007,Li-Po,Slow,45.97611483689657,7.0,0.7943339562840981,Active,E,Urban,50.401955982427495
542.0,32.62457558593388,Li-ion,Fast,59.303313803617925,15.0,3.987466436475314,Active,A,Highway,94.12569352402275
1316.0,22.406107395934203,Li-ion,Fast,71.0444077198915,51.0,1.4853337061728404,None,C,Mixed,100.37408644033145
537.0,40.42460571992349,Li-ion,Superfast,25.751753321168323,21.0,4.500800733752735,Active,D,Mixed,68.0112116652641
1917.0,25.99809501337665,Li-ion,Medium,95.66372795126017,2.0,1.084033748141326,None,C,Urban,53.79988557991099
325.0,32.448411594596585,Li-ion,Fast,54.61934605298984,59.0,3.27364054163376,Active,D,Highway,65.15340938922445
239.0,21.783634427976263,Li-ion,,49.66898618063415,48.0,3.6147577717468002,Active,A,Highway,91.54830033365587
1700.0,16.24159010972957,Lead-Acid,Medium,92.56802891598608,25.0,3.459660865507486,Active,D,Mixed,78.19744758875999
913.0,20.211007980409818,Li-Po,Fast,29.462931900248375,9.0,1.922134165233145,Active,A,Performance,69.96725324770584
1380.0,16.385968128264096,Li-ion,Slow,,20.0,4.439855854492107,Passive,C,Urban,67.37979881964998
1943.0,29.058116988396577,Li-Po,Medium,74.80019298402192,50.0,3.9641239253693623,None,C,Mixed,56.00053591416446
345.0,32.59912172754149,Li-ion,Slow,50.80023744840833,10.0,2.7959285372957634,,D,Mixed,67.65471542139827
1307.0,16.340256230563583,Li-ion,Superfast,81.15806470640847,56.0,3.2148186257230194,Passive,E,Performance,74.44563868792008
390.0,17.714466646137986,Li-Po,Fast,25.483568922140442,52.0,3.0486705212631815,Passive,C,Performance,85.00333542340704
,29.565750804310525,Li-ion,Fast,50.70057148283091,21.0,4.760143598054413,Passive,D,Highway,63.628074442009265
1266.0,38.975397966029284,Li-Po,,38.82601696368898,4.0,4.533859565506802,Active,B,Highway,96.66370181076772
932.0,33.84027536747158,Li-ion,Superfast,79.16852263572778,30.0,1.5597377832023152,Active,,Highway,75.20958597879857
1437.0,18.14130660311608,Li-ion,Medium,38.173608834189714,34.0,1.682418999717703,Passive,B,Highway,71.06838552924395
1997.0,41.62626821524484,Li-ion,Superfast,56.63562678194839,30.0,4.916471324595946,Passive,,Urban,80.8855946469397
999.0,42.523507043692405,Li-ion,Medium,85.51020409093695,14.0,1.5645231587879092,None,,Performance,58.7164348140639
307.0,,Li-ion,Medium,93.23124283715757,22.0,4.790656960171678,Passive,D,Mixed,55.54244111904773
1026.0,33.48053375644086,NiMH,Fast,77.80846349326222,1.0,3.423891672935353,Active,C,Highway,68.02009928567759
1584.0,29.769814505541355,Li-ion,Fast,,8.0,0.725492475684804,None,B,Mixed,52.076536367063404
1304.0,43.260713058894666,Li-ion,Superfast,65.75886997941865,11.0,2.010772397573751,Passive,D,Urban,69.63432644253763
63.0,,Li-ion,Slow,75.17519577219952,1.0,2.6426933236080123,None,C,Highway,84.91723338921324
1087.0,43.798974411361925,,Slow,89.99461012592944,5.0,4.248918011527033,Passive,A,Urban,92.23035981493601
605.0,20.980276515906183,Li-ion,Medium,91.08591878082333,57.0,1.9786343597390823,None,C,Highway,80.14768165819001
1057.0,25.3661027308704,Li-ion,Fast,94.47755931906777,45.0,1.897602404560459,None,C,Mixed,85.94911616964244
259.0,,Li-Po,,84.85688791259058,49.0,4.641184665628988,Active,B,Urban,93.32274892059712
1113.0,38.50832206780103,NiMH,Superfast,31.74383487533334,10.0,0.8556545543052807,None,D,Highway,90.20276510615788
1107.0,36.96549821870116,Li-Po,Medium,79.81116267089945,55.0,2.981845466217479,,E,Mixed,66.63905959691444
796.0,40.78834393995912,Li-ion,Medium,85.16738988505742,39.0,2.7690767143164647,None,A,Mixed,79.8179793227925
,36.07638518831436,Li-ion,Medium,90.2297142141107,13.0,0.7580064210012967,Passive,D,,63.772364044902176
1307.0,34.082554334167014,Li-Po,Superfast,93.98535156942607,21.0,0.8949164923368977,Passive,B,Highway,79.96935673654787
1859.0,28.76775039232536,NiMH,Superfast,60.7327850814758,36.0,2.2188534484010205,Active,D,Mixed,72.15207155965544
1953.0,29.012632299879805,Lead-Acid,Medium,72.40741560994483,57.0,1.1037254870515145,None,E,Mixed,69.38555744529178
1363.0,27.18484479612725,,Fast,20.764222129357528,53.0,2.6513235700153515,Active,A,Highway,59.545325093462445
,33.60635399111461,Li-Po,Superfast,65.82268541539472,45.0,3.239999984332307,Passive,C,Urban,79.2111583498174
1506.0,27.199917876989808,Li-ion,Slow,,33.0,3.6112850802633956,None,A,Mixed,
897.0,19.42482942259791,Li-ion,Medium,96.98448357558395,57.0,2.95911529664344,None,E,Highway,79.70654462388781
1814.0,18.195888486259403,Li-ion,Fast,,43.0,2.2084700715199057,Passive,A,Urban,53.59978674806525
1965.0,42.734168257313335,Lead-Acid,Superfast,83.80831435467086,28.0,1.08391381972086,Active,A,Mixed,
1000.0,15.742167226136493,,Medium,24.559534761621336,53.0,1.613684366631849,Active,B,Highway,50.28553457601184
1391.0,18.164017854169575,Li-ion,Fast,52.16230738266666,9.0,2.387397546571341,None,C,Performance,96.02301151015965
,28.3591462393676,NiMH,Slow,75.68337777556481,45.0,4.658515175310352,Active,E,Highway,89.83581297380637
1911.0,22.887788007131395,Li-ion,Superfast,22.372859485142484,11.0,1.4117026153747778,None,B,Mixed,55.020978770514915
457.0,27.175467012064377,Li-ion,Superfast,38.865103340224096,59.0,2.3600490391969493,Active,A,Urban,62.301347854500094
1794.0,18.5234214478165,Li-Po,Slow,91.0005752094503,40.0,3.7953898581832437,Passive,A,Urban,68.14629385736946
865.0,,Li-Po,Superfast,30.382461383953938,29.0,,Passive,D,Urban,97.33564727358817
1153.0,,Li-ion,Fast,24.109880347091533,58.0,4.845166675132744,Passive,B,Mixed,100.95616310617025
1880.0,37.773262323009114,NiMH,Superfast,66.44686050277355,7.0,1.3590558350585347,None,E,Mixed,54.532749918994305
225.0,18.12758597173843,Li-ion,Medium,95.71716923422242,27.0,0.5743382521998284,None,E,Urban,70.64047102629715
1818.0,35.0337124469706,NiMH,Slow,86.7699791926911,22.0,1.9504546744424125,Passive,E,Urban,57.762656576820646
1064.0,33.2793397006645,Li-Po,Medium,97.98180037767645,57.0,1.1736167561722222,Passive,E,Urban,64.47870114269867
1911.0,36.40088168040689,Li-ion,Superfast,80.28185229569995,,2.968110735725778,Active,A,Urban,101.01565564348492
,29.233467136874225,Li-Po,Medium,54.98958192676572,30.0,4.544505748626051,Passive,A,Highway,101.19015783042508
1850.0,23.099604826003223,Li-ion,Fast,95.72931516718992,28.0,3.5970207483764427,Passive,B,Mixed,74.55117289113252
1358.0,34.91037508069584,Li-ion,Medium,,20.0,1.111094853575562,Passive,C,Performance,59.523214163114666
1995.0,26.14072279568466,,Fast,,15.0,1.0224051097796933,None,E,Urban,78.44496684956573
1703.0,21.568587030364814,Li-ion,Fast,55.855673421394705,15.0,4.601524159739422,None,A,Highway,66.6756307937714
1751.0,27.258870411578496,Li-ion,Fast,85.11791635059716,53.0,2.6942429745158014,Passive,B,Performance,98.29920368669474
367.0,37.89809506802862,Li-ion,Slow,93.41548398791106,,4.656528463951838,Active,E,Performance,92.54714398071562
459.0,29.273795896086057,Li-ion,Medium,48.614568796774044,17.0,3.812979719943574,Active,C,Urban,66.05971462116231
1215.0,23.995927903002663,Li-Po,Fast,56.979796522581,23.0,4.970068072859304,Passive,E,Urban,50.95207300862449
296.0,39.95605844471485,NiMH,Fast,91.86618586435064,6.0,4.42052484197438,None,D,Highway,101.8985290535469
226.0,41.449312655428045,Li-ion,Medium,23.763493162293514,45.0,2.3639548651781235,Passive,E,Urban,85.5338872459433
860.0,27.997512713180242,Li-ion,Superfast,82.70949552910811,16.0,3.912025223982157,Active,D,Performance,72.13783116842413
1417.0,26.24064062180684,Li-ion,Slow,56.33742065874713,,2.6205267529397522,None,C,Urban,64.99969764962486
313.0,33.380968410568954,Li-ion,Fast,50.121468083973696,23.0,1.5488253189460157,None,D,Highway,50.230070801682935
217.0,16.739233381737392,Li-ion,,55.75370334694712,1.0,1.5846316644036178,None,C,Highway,58.00588929693954
1098.0,35.73969481702791,Li-ion,Superfast,53.49525404012638,45.0,2.2879496500781613,Passive,B,Highway,
752.0,38.468628161317405,Li-ion,Superfast,80.52948945502447,7.0,,Passive,D,Highway,81.07439037015548
,26.92325781771515,Li-ion,Fast,94.23580177953245,45.0,1.2999482819988974,Passive,E,Highway,84.49385012046207
1600.0,20.238475500221895,NiMH,Fast,59.31646603572629,39.0,2.7527390767404456,Active,E,Urban,89.87339940455323
577.0,15.864551254225905,Li-Po,Fast,86.61870286260091,40.0,,None,B,,59.72396648760345
1383.0,34.117367984613,Li-Po,Medium,78.5555628569791,50.0,3.099588539077513,None,A,Highway,54.99048524920227
1712.0,23.069802199047295,Li-ion,Fast,46.45446284451815,49.0,2.3382353713461006,Active,C,Mixed,83.82387335982745
1852.0,28.91668761363853,Li-Po,Slow,66.9851051621238,48.0,1.5921514394118579,Active,A,Urban,75.9944941903369
77.0,26.590665649725928,NiMH,Medium,73.34525400125557,49.0,1.3815558711789828,None,A,Highway,95.53566680385401
1848.0,20.24654387842388,NiMH,Slow,21.879949751237042,40.0,,None,B,Mixed,77.72983322680385
1443.0,30.25106005382112,Li-ion,Superfast,51.676444097939225,39.0,4.317463928397464,Active,B,Mixed,73.13070342971304
1457.0,28.78780568222214,Li-ion,Medium,99.41105406779654,57.0,2.294851668976236,Passive,D,Performance,75.3774458512129
1367.0,33.72442868609497,Li-ion,Medium,,18.0,2.9779657086797724,Passive,D,Mixed,90.68072935356564
713.0,22.556549835893602,Li-ion,Medium,46.73952554334208,36.0,3.6802704256206753,Passive,D,Performance,50.95187035279299
1552.0,21.439172395602174,Lead-Acid,Slow,40.001923152058225,56.0,0.7623300877500911,Active,D,Performance,
629.0,,Li-ion,Slow,36.7585281680605,22.0,2.0790367134628256,None,,Mixed,87.13783020889859
86.0,36.06576734892124,Li-ion,Superfast,52.1313127172166,2.0,,Active,E,Performance,96.03506649824558
937.0,38.1661935507469,Li-ion,Fast,35.461255248608765,48.0,3.5807856193367233,Passive,B,Mixed,99.89914771103719
596.0,18.698694352650843,Li-ion,Slow,30.814894564282255,26.0,,Passive,C,Performance,61.75219176720229
695.0,21.72118929981053,NiMH,Superfast,49.125062754156716,50.0,1.5701832426803224,Passive,C,Highway,80.0737212451718
927.0,32.265945486109196,Li-ion,Fast,68.55997541166346,32.0,3.5598074650025056,Active,C,Highway,75.27427375522767
722.0,40.71604040618724,Li-ion,Medium,31.711934566890267,23.0,1.7213721906015704,Active,C,Highway,77.95619351988478
421.0,41.7634392950541,Li-ion,Fast,23.547461909028804,57.0,4.164846322718244,Passive,C,Mixed,52.4590374772272
785.0,39.95729886764782,Li-ion,Slow,22.770625445095327,40.0,0.6327718663962171,Passive,E,Mixed,
1695.0,16.30193838253282,Li-Po,Superfast,41.390740194877466,46.0,1.3565616318205027,None,B,Urban,
151.0,39.626375539671784,Li-Po,Medium,35.210583241304136,18.0,1.7659084102275118,Active,D,Mixed,85.6264642089181
1428.0,41.97273532563245,Li-ion,Medium,63.14042882321218,19.0,4.663804256645397,None,,Urban,
514.0,16.702472704579563,Lead-Acid,Fast,56.45761496407196,24.0,4.083435303667995,Passive,D,Urban,90.93473422752638
743.0,27.488426813309644,Li-ion,Fast,45.98132914712149,4.0,4.478652889381929,Passive,B,Highway,88.00401714389079
529.0,31.09830969890105,Li-ion,Slow,86.68342673207687,54.0,2.4821561622977937,Passive,B,Mixed,79.87869545125099
959.0,21.98251118650499,NiMH,,60.39575943972211,46.0,4.201529410743889,None,E,Mixed,58.85245382467635
1732.0,30.50056968111332,Li-ion,Fast,27.322399366727936,2.0,4.340721073310369,Active,E,Urban,60.46130291275563
,41.57867363883194,Li-ion,Medium,,30.0,2.2998057074374985,Active,D,Urban,80.64905661025267
1048.0,41.008275190372935,Li-ion,Superfast,97.86714129572732,49.0,4.975078314849137,None,B,Mixed,56.69888930739166
1724.0,43.19511843772443,,Superfast,98.15818566064115,38.0,4.330573831471412,,D,Urban,87.64434159280083
1400.0,29.523293951836262,Lead-Acid,Slow,40.373730843769536,31.0,4.883436359351549,None,E,Mixed,61.05520432442025
749.0,,,,33.37889030359311,40.0,4.399236988903245,None,D,Mixed,97.34495024446989
649.0,34.9736345709706,Li-ion,Fast,59.65505169737955,16.0,3.992916381150236,Active,E,Performance,96.7857069334025
1320.0,27.502817328031025,Li-ion,,58.51719345334772,53.0,4.747297430590456,Active,A,Urban,65.26740087316622
1062.0,16.25833788002573,Li-Po,Superfast,52.81101498152137,33.0,2.3891866006306555,None,C,Highway,54.336115992329795
1771.0,36.59764356511365,Li-ion,Slow,62.34857819951624,58.0,4.025000450735881,Active,A,Mixed,81.79362181912244
1161.0,,Li-Po,Superfast,,50.0,1.458010426622493,Active,D,Urban,73.31755264555021
383.0,16.472559368015716,Li-Po,Slow,,3.0,3.7975723462448463,None,D,Urban,57.47286271700509
713.0,15.618632295807124,Li-ion,Medium,65.6369166781148,18.0,4.034089773735768,,B,Urban,77.63703661954378
828.0,42.940838057319546,Li-ion,Fast,94.60783974259,57.0,3.724359844476154,None,C,Mixed,101.62166063033325
1273.0,22.562280259325068,Li-ion,Medium,31.019942129623832,10.0,4.324158794107228,Active,E,Mixed,53.58711158752144
1456.0,28.436975775691906,Li-ion,Medium,76.38517793851699,2.0,2.3600095108232253,Passive,D,Mixed,63.7225600601026
1501.0,43.517293586965664,Li-ion,Medium,55.0317349904308,51.0,2.9514565943397115,Active,E,Urban,78.007942821766
1408.0,29.025509363421754,Li-ion,Fast,43.518127178304326,,0.5480033481287194,None,E,Highway,91.25478669305181
1051.0,17.35827970578934,Li-ion,Medium,88.24873747139407,30.0,1.157239233527108,None,E,Performance,
1831.0,31.558081417399777,Li-ion,Medium,56.51933556297456,25.0,3.3988726653251975,None,A,Highway,88.10352035622333
499.0,17.645959603621954,,Slow,66.66496112543922,43.0,3.0304273984027024,Passive,E,Mixed,57.27394423405365
265.0,17.85263635120609,Li-Po,Slow,55.44450295519435,51.0,1.387996310936318,Active,B,Mixed,93.19533280466189
990.0,,Lead-Acid,Slow,26.49996653356423,56.0,1.595591573721267,Passive,A,Mixed,85.99315381250761
635.0,,Li-ion,Fast,67.59237495201488,24.0,2.0483699086555616,None,A,Highway,73.73859061551015
721.0,35.36010600337309,Li-ion,Superfast,,59.0,3.7238662082457914,Active,D,Highway,92.72233027971038
1328.0,30.26773005985985,Li-ion,Superfast,,35.0,3.2437247119848545,None,,Mixed,88.11853158699466
,21.669800736132423,Li-ion,Medium,67.66493875351799,10.0,0.8130706887888042,Active,C,Performance,89.47756805356755
1066.0,30.53460895959623,Li-ion,Superfast,20.7896745631382,48.0,3.919726170555623,Passive,D,Performance,65.08383437054135
554.0,17.069806076992585,Li-ion,Medium,36.68163106036738,30.0,1.681968033599133,Passive,C,Urban,
487.0,25.41637048769128,Li-ion,Slow,82.48556295241698,26.0,3.522918552819891,Passive,E,Highway,57.3375147353501
1723.0,30.68508675061475,Li-ion,Medium,23.034193988698757,35.0,1.0551328009769771,Passive,,Performance,92.68475965209313
519.0,,Li-ion,Fast,71.7345678444111,24.0,4.9906457452362565,Active,E,Mixed,77.3905902911528
55.0,34.80564390544082,Li-ion,Superfast,95.97655569658592,51.0,0.8615082680947135,Active,C,Highway,92.89394971843359
268.0,16.5543576508892,Li-ion,Medium,,20.0,3.837803127804478,Passive,C,Urban,60.98015783240265
1989.0,29.544296936118805,Li-Po,Slow,53.368948816765965,53.0,2.935986616638929,Passive,B,Urban,56.77775868932082
1586.0,36.4498734386815,Li-ion,Fast,66.03981578967986,39.0,0.8867263607786223,Active,,Highway,85.82637600841838
625.0,27.898381768703185,Li-ion,Medium,56.03326709870754,49.0,0.6206470589783998,None,A,Mixed,53.036671383209494
1794.0,41.23759245956814,Li-ion,Medium,69.63021489454138,40.0,2.131995728825054,Passive,B,Performance,62.68726916862033
562.0,33.96578343721997,Li-ion,Medium,52.32780201335985,35.0,4.110007694032148,Active,A,,97.25310966290559
918.0,43.754787481762136,Li-Po,Fast,31.880330321753636,39.0,0.6851805812662662,Passive,C,Mixed,56.90341437134595
1262.0,23.52365438324936,Li-ion,Medium,,59.0,3.6697939849762435,Active,A,Highway,69.52890623506246
,43.16367992564241,Li-Po,Slow,79.55545249417156,10.0,3.449193243189074,Passive,C,Urban,99.17031066272033
1320.0,33.2046776965709,Li-ion,Slow,39.08991596175238,27.0,1.6949195454774524,Passive,D,Highway,51.04016722753097
818.0,37.35536697640196,Li-ion,Slow,87.79602502133787,51.0,0.8487141608070062,None,E,Mixed,73.15638589942343
1026.0,42.064833511303405,NiMH,Slow,79.44217950574723,57.0,4.618948822493279,None,A,Mixed,90.89587952386975
735.0,31.535915639754627,Li-Po,Fast,23.956254747388932,15.0,1.8515741123152578,None,D,Urban,97.26698108142241
670.0,40.86542375848996,Li-ion,Slow,36.09688936509882,58.0,1.0012245430404252,None,A,Mixed,88.24999968177382
1645.0,31.25090818764166,Li-Po,Slow,43.35941252476306,15.0,3.5668268526241222,Passive,D,Mixed,96.19637012244746
604.0,,Li-ion,,67.55857990608321,37.0,1.4750655295623258,Passive,B,Urban,51.7871480850906
1501.0,28.352957186921564,Li-ion,Slow,84.78616002521112,35.0,2.6403384000318346,None,D,Mixed,55.19356132368719
599.0,19.369156555203087,Li-ion,Fast,24.826660412673853,3.0,0.7268249490621488,None,C,Mixed,88.3617821502769
412.0,31.605097000466,Lead-Acid,Superfast,39.96871615038487,29.0,4.968427770086472,Passive,B,Highway,89.17306911696764
1843.0,44.323446907985435,Li-ion,Superfast,50.096780990377674,4.0,,Active,,Highway,81.47411512311498
643.0,38.61557987196853,Li-Po,Fast,34.670172367053304,47.0,4.995994915892904,None,C,Highway,87.97437815173353
1469.0,37.42495454260309,Li-ion,Superfast,63.62336780050793,16.0,,Active,A,Highway,94.61876225817704
1806.0,34.299264081888886,Li-ion,,58.240198348664826,5.0,2.0653365017399876,Passive,B,Performance,78.36509052732872
1992.0,25.437260204617335,,,45.31965136409279,21.0,4.615575477201831,Active,A,Highway,99.26086679945598
672.0,20.088455834351354,Li-ion,Medium,61.35095095362854,40.0,1.9825963423001967,None,E,Highway,86.10035782800009
1850.0,21.736548049280696,Li-ion,Fast,48.46572514808911,42.0,2.4440249629232182,None,D,Highway,74.5430684326011
1209.0,15.189662686279505,Li-ion,Medium,47.45552539738326,54.0,0.8514969652137088,None,D,Urban,71.91894243361732
483.0,35.20441262695064,Li-Po,Fast,41.2316420285594,21.0,4.7995807461596405,,C,Highway,
1921.0,39.35632675669301,Li-ion,Medium,63.23503474515106,2.0,0.8831805838290598,None,C,Performance,82.78439931675227
367.0,23.067340535941792,,Slow,55.52923155618615,,3.9703322009089588,Passive,D,Performance,92.50705515880978
584.0,17.755511989328156,Li-ion,Fast,35.7059827301779,5.0,2.923769272150296,Active,E,Performance,90.61128565738244
,25.071812034657533,NiMH,Fast,21.037300871855933,7.0,0.7763231482139062,Passive,C,Mixed,
,23.76153688250934,Li-ion,Fast,32.07436324903355,11.0,0.5076672261847528,Passive,E,Urban,99.17649309533795
,,Li-Po,Superfast,23.42676811988314,35.0,4.709991373372082,Passive,C,Highway,86.6213778940785
827.0,22.92306162963033,,Slow,54.52790669107457,30.0,3.8397803190599475,Active,B,Highway,60.44365856149884
189.0,25.19198116035087,Li-ion,Superfast,38.00774831298867,44.0,3.588963095927367,Active,A,Mixed,82.16133302702167
942.0,42.226643380477284,Li-ion,Superfast,53.636426601977966,46.0,2.473504387696499,Passive,D,,60.49427890555211
677.0,,,Slow,46.355989869600705,55.0,1.5737620401993984,Active,A,Mixed,79.06016335038137
1277.0,38.56554140189691,Li-ion,Fast,63.04118485492534,1.0,3.5593838362875827,Passive,D,Performance,91.07659151927663
207.0,33.77501100673378,,Superfast,77.90934630308807,54.0,3.2373548087769466,Passive,C,Mixed,92.25027779883939
1403.0,25.126138368941216,Li-Po,Superfast,,16.0,3.768539876817514,None,A,Urban,83.84290094556381
1023.0,39.53364809341051,Li-ion,Fast,24.95744487513047,47.0,2.1460663332511793,Active,E,Mixed,90.73192094193897
245.0,32.85228208788794,Li-ion,Slow,21.40083851319264,1.0,4.941156922309356,None,C,Urban,74.5562536019395
1504.0,15.25856182796701,Li-ion,Slow,37.05849330220313,55.0,0.8015389494283978,Passive,B,Mixed,78.63410394376285
773.0,17.061846047171993,Li-ion,,53.9974008976683,22.0,0.8586572766629632,Passive,A,Urban,95.73956293099619
602.0,37.57918678356957,Li-ion,Superfast,23.592402290181383,13.0,4.625941314112768,Passive,A,Highway,75.64019381672483
1944.0,28.39583368755583,Li-Po,Slow,46.218704387191124,58.0,3.414678957135696,None,B,Performance,68.24831260928542
1592.0,27.165233752306218,Li-ion,Slow,90.96205663161219,27.0,1.96850330681947,,D,Urban,91.44361361010692
911.0,19.37481552587424,Li-ion,Superfast,27.201521748173548,15.0,3.928787409652818,Passive,C,Mixed,52.62463228095987
933.0,,Li-Po,,95.88132078156589,17.0,2.5374802453386796,None,B,Mixed,99.83456490195988
1690.0,38.93257350287702,Li-ion,Medium,88.53374204072958,9.0,0.5950467896347945,Passive,E,Performance,67.68338994035426
1545.0,39.87051401884366,Li-Po,,86.5424924810831,5.0,3.429966512389808,Passive,C,Highway,82.74004032128633
507.0,31.800076219161877,Li-ion,Slow,,59.0,,None,B,Highway,85.64367311837607
869.0,23.853834294170625,Li-Po,Fast,26.404021220238647,23.0,1.019008024745305,Active,B,Highway,57.12806470991268
1118.0,,Li-ion,Superfast,32.09344751829575,44.0,1.5137293212473188,,A,Urban,92.7887328314896
87.0,33.7188717298568,Li-ion,Fast,30.749794124886574,49.0,2.642710465081618,Passive,A,Performance,79.7498738520111
725.0,38.89926358355365,Li-ion,Medium,28.899344860110077,43.0,0.7243539407745812,None,A,Urban,67.05228811192747
1666.0,15.098487608646462,Li-ion,Slow,46.21689756257834,11.0,4.474185740507965,None,C,Urban,94.23566536088752
390.0,28.509588026260815,Li-Po,Fast,86.41735063604219,24.0,3.0196310745621284,None,D,Urban,82.50417967040387
1643.0,41.12847258959867,Li-ion,Fast,40.15697149049834,,1.8184828105193707,Passive,C,Urban,
351.0,,Li-ion,Medium,39.5377343193808,47.0,3.5915218163990734,Active,A,Mixed,101.60010838619877
684.0,36.79653530616843,,Slow,74.07110059364906,57.0,4.119064236409736,Active,A,Mixed,56.774373250259366
1780.0,34.73024475385937,Li-ion,Fast,27.754008170937368,34.0,3.262660825925661,Active,C,Mixed,88.97901715741993
1266.0,19.566550990628983,Li-ion,Slow,48.82239938895392,54.0,1.4112260685973559,Passive,B,Urban,89.39889247414753
1987.0,38.24711481763215,Li-ion,Medium,43.63410454753768,42.0,0.9962978906589965,None,B,Highway,95.48386253182525
,18.375803709383966,Li-ion,Medium,87.7840691303537,53.0,4.36954863665024,Active,A,Mixed,71.2194035302458
665.0,36.83742289715822,Li-ion,Slow,61.1601022100368,31.0,1.5560933609828322,Active,A,Performance,95.22186833619305
1697.0,44.72905010337283,NiMH,Medium,71.71788512975527,22.0,0.5903709380487396,Active,D,Mixed,83.2739283620852
181.0,43.73944295435288,Li-ion,Superfast,30.32274705649882,14.0,,Passive,B,Urban,53.57615296084266
1681.0,39.007252291710145,Li-ion,Fast,94.31346084447281,5.0,1.1879839843894082,None,D,Urban,51.63887101577872
1668.0,31.035522726891067,Li-ion,Superfast,,59.0,4.959364188940588,None,A,Urban,75.03724151800068
1541.0,35.244737274622196,Li-Po,Superfast,76.54710702745291,17.0,4.413788742827354,None,A,Mixed,90.86326774576528
1243.0,36.84325171032278,Li-ion,Medium,96.37009439324348,18.0,3.23800576700548,None,D,Highway,69.98003933259744
1634.0,15.252045728347161,Li-ion,Medium,60.6919089292802,19.0,4.252395391738446,Active,D,Urban,94.2952719012219
994.0,18.07098662858869,Li-ion,Slow,60.60282069870844,7.0,2.617410653459133,None,A,Performance,75.590344853819
934.0,,Li-ion,Superfast,29.379953884676155,26.0,4.048188100080958,,E,Urban,51.367000620939145
1720.0,,Li-ion,Fast,51.222044513850335,25.0,3.40940098578718,Passive,A,Highway,100.6305831229602
1338.0,42.26716952320491,Li-Po,Slow,88.19719511052284,18.0,0.6289009158634518,Passive,B,Highway,75.45981175933775
1272.0,29.689881396752334,Li-ion,Slow,30.808520567915867,44.0,4.769409503987791,Passive,A,Highway,83.80707080409562
1356.0,22.73301226815365,Li-ion,Slow,93.40033044485259,15.0,,,C,Urban,60.36303921278896
1478.0,26.81463508792798,Li-Po,Medium,73.38475315093254,29.0,4.790333257669499,None,A,Performance,65.46119460093901
1620.0,40.52329231920008,Li-ion,Medium,53.67678680472308,46.0,3.7911467055236705,Active,E,Performance,75.18279383639324
1929.0,,Li-ion,Slow,63.719873482052584,42.0,2.3542741474772995,None,B,,94.52183854794467
1553.0,18.4870494143196,Li-ion,Medium,32.039728618936074,49.0,1.43143350478827,Passive,A,Mixed,55.30161969964618
1277.0,38.3388190186673,Lead-Acid,Medium,37.39866345101848,1.0,1.3099835640464106,,D,,90.5776640932269
520.0,32.34681354649591,Li-ion,Slow,42.912674165333826,4.0,1.1521231177449722,Active,B,Performance,80.12624088425326
1826.0,32.5650827299346,Li-ion,Fast,50.78768945395316,9.0,1.4927433918868298,Passive,B,Mixed,75.98259425706895
398.0,38.38356365687479,Li-ion,Fast,93.24175959943878,36.0,2.977862060063279,Passive,E,Mixed,95.58257126822417
1908.0,21.685340603578723,Li-ion,Medium,49.40552199721256,51.0,3.5768527847952845,Active,D,Performance,56.14224692287314
92.0,,Li-ion,Fast,61.90681923089768,58.0,1.9132545245732069,Passive,C,Mixed,101.51921548309811
,24.580578463524276,Li-Po,Fast,32.96209291342738,32.0,2.969361362785386,Active,A,Mixed,94.44093901422083
531.0,17.835370349295445,Li-ion,Medium,78.87785608416564,24.0,2.0356369675423256,Active,C,Urban,66.93832036681168
1450.0,18.152383366698118,Li-Po,Fast,64.82246792533613,57.0,3.6342948815329814,None,D,Mixed,73.48197558636281
127.0,19.09414411875452,Li-ion,Medium,55.192596638669755,37.0,4.94818799144113,Passive,B,Performance,51.30017210504048
1109.0,33.44699546714514,NiMH,Superfast,95.77491724465548,18.0,3.600576357722976,None,E,Urban,77.43545983529374
1456.0,18.1749059513193,Lead-Acid,Slow,91.25206753134694,15.0,0.76563759576944,None,E,Performance,78.4814177087234
865.0,32.10311527770521,Li-ion,Fast,72.76090178755979,20.0,2.6475573102529517,Active,B,Urban,98.18193803671176
1247.0,32.648911739317796,Li-ion,Slow,93.74499249252216,58.0,3.9667437168553885,Active,E,Performance,70.17213511942253
